artist,ontour,listeners,playcount
Trembling Blue Stars,0,86454,1342996
Glee Cast,0,1680232,155632416
Glee Cast,0,1680232,155632416
Tre Oh Fie,0,12161,67607
TOKYO ROSE,1,132779,1471095
Unholy,0,41314,588116
Retroj,0,10115,81773
JVLIAH,0,30760,211035
Social Kid,0,19402,123908
Nadus,0,9627,41131
Cameo Blush,0,27269,155527
Matteo Tura,0,29187,285213
Lyde,0,23324,171929
SWARM,1,52890,631752
ZITH,0,4693,30732
Jasmine Infiniti,0,10544,61558
Starfarer,0,15150,83267
Powernerd,0,30329,214918
DJ Taj,0,43920,201217
Nightcrawler,0,48994,477751
Five Star Hotel,0,35798,551294
GAZZI,0,7602,62504
LeKtriQue,0,36047,264600
Irving Force,0,68259,794998
DJ LILMAN,0,28850,240057
Meth Math,0,59766,793801
MORIS BLAK,0,16212,167551
Free Refills,0,44509,549075
Neoslave,0,23439,218476
Glee Cast,0,1680232,155632416
Doon Kanda,0,106710,1563562
Jam City,0,133151,1466509
F.O.O.L,0,201749,2716500
Aim To Head,0,18434,280504
Ohota,0,20701,190920
Tzafu,0,15330,109844
Mvntana,0,19635,125065
CASHEW,0,17734,64531
DJ Sliink,0,50482,228785
Extra Terra,0,54847,577045
Woesum,1,128411,4180361
Irving Force,0,68259,794998
We Are Magonia,0,37124,521269
Marina Herlop,0,41104,456962
MAGNAVOLT,0,22089,179159
Sissy Bar,0,16509,92655
Into The Pale Abyss,0,9666,67186
The Softies,0,157879,2729158
Lil E,0,5037,46570
Megahit,0,25827,218280
Oklou,0,339546,13666810
Oklou,0,339546,13666810
Oklou,0,339546,13666810
COUCOU CHLOE,0,215583,3506636
Blackhaine,0,16264,101056
Anz,1,64889,388044
13,0,140926,623087
Arca,1,682519,59581290
Chris Keya,0,34720,190581
Revizia,0,20994,189125
Andy Stott,1,255692,8010922
Woesum,1,128411,4180361
Yikii,0,31102,716868
Nick León,1,46739,268104
DJ Rozwell,0,74275,1787790
Zamilska,1,87350,1272855
Speed Machine,0,13268,97310
Gregorio Franco,0,7667,117168
Occams Laser,0,46427,740433
LEYA,1,55230,478496
Anz,1,64889,388044
Quinze,0,15018,56319
Hotcaller,0,4797,23753
Matteo Tura,0,29187,285213
Mascarpone,0,14512,125319
DJ Jayhood,0,8484,74747
Navie D,0,20261,233835
DJ LILMAN,0,28850,240057
AGLORY,0,15585,99227
DJ Envy,0,22662,118158
Tarik Bouisfi,0,9821,91817
DJ LILMAN,0,28850,240057
Tygapaw,0,11830,73918
DJ Flex,0,40754,265898
Huerco S.,1,120871,2039044
BlackGummy,0,28702,205759
Donbor,0,53399,440055
SWARM,1,52890,631752
Dj. Great,0,5890,24571
Linn da Quebrada,0,106242,5428061
Absolute Valentine,0,105438,1158858
LeKtriQue,0,36047,264600
Djedjotronic,0,70150,431962
Vessel,0,151388,1822996
Catnapp,0,47335,446015
Oli XL,1,78510,975101
Namasenda,1,136420,4188723
Absolute Valentine,0,105438,1158858
Leonce,0,6897,42642
HDMIRROR,0,6508,64774
Processor,0,45934,471718
Himera,0,66372,844881
Glee Cast,0,1680232,155632416
Power Glove,0,167236,3045948
The Aislers Set,0,89946,1151277
Namasenda,1,136420,4188723
Organ Tapes,0,43479,868179
Dark0,0,44619,574741
ALEX,0,220493,2949704
NGUZUNGUZU,0,37184,333527
Kingdom,0,152237,3309036
One True God,0,105813,1638513
Kyle Edwards,0,32684,222563
Blueboy,0,71629,1125998
Varg²™,0,162365,4405671
Yawning Portal,0,40402,368890
Ray Gun Hero,0,16597,116360
Babyfather,0,169122,4940246
Fire-Toolz,0,77127,901693
ALEX,0,220493,2949704
Deathpact,0,63918,814358
Language of Flowers,0,27326,244106
Linn da Quebrada,0,106242,5428061
Linn da Quebrada,0,106242,5428061
Karen Nyame KG,1,22878,101293
gosha,0,18835,105543
SWARM,1,52890,631752
Mobiius,0,19561,166078
Celina,0,15680,96388
Gabber Eleganza,1,11512,68992
iMarkkeyz,0,14211,53083
The Orchids,0,56763,660092
Infraction,0,48249,524544
Arca,1,682519,59581290
HKE,0,30294,586161
The 6ths,0,133394,1863634
Retroj,0,10115,81773
3FORCE,0,52179,534211
Paul Marmota,0,6211,50596
Five Star Hotel,0,35798,551294
Big Dope P,0,23922,108626
Ase Manual,0,14681,95067
Dav Dralleon,0,14557,169736
Dinamarca,1,85963,1359581
JACKIE EXTREME,0,31989,662362
Glee Cast,0,1680232,155632416
Linn da Quebrada,0,106242,5428061
Kai Whiston,0,82076,1146711
Samuel Organ,0,53636,421159
1788-L,0,40321,371355
COUCOU CHLOE,0,215583,3506636
One True God,0,105813,1638513
ZABO,0,41242,300900
One True God,0,105813,1638513
LeKtriQue,0,36047,264600
Tonebox,0,98558,1036389
COUCOU CHLOE,0,215583,3506636
Mvntana,0,19635,125065
Oscillian,0,24789,229466
Raydar,0,28336,253258
The 6ths,0,133394,1863634
Destryur,0,13232,94206
Jon Lajoie,0,280291,4748043
Lil Dicky,0,601343,7865467
Lil Dicky,0,601343,7865467
Afroman,0,848675,6925080
The Lonely Island,0,1168469,34402217
Lil Dicky,0,601343,7865467
Lil Dicky,0,601343,7865467
The Lonely Island,0,1168469,34402217
Lil Dicky,0,601343,7865467
Pink Guy,0,417832,9060174
The Lonely Island,0,1168469,34402217
Muck Sticky,0,10412,92296
Mitch Fatel,0,18567,207059
Katt Williams,1,27212,256008
Jim Norton,0,27711,460197
Stephen Lynch,0,251819,5674215
Jeff Foxworthy,0,81831,609911
Kyle Kinane,0,20635,497062
Hype Duo,0,657,4611
Ron White,0,82921,771953
Larry The Cable Guy,0,64461,529865
Kevin Bloody Wilson,0,45526,428655
Russell Peters,0,38690,325025
Linda P,0,387,2316
Kathleen Madigan,0,32694,324561
The Lonely Island,0,1168469,34402217
Lil Dicky,0,601343,7865467
Lil Dicky,0,601343,7865467
The Lonely Island,0,1168469,34402217
Iliza Shlesinger,0,6127,61383
Tom Papa,0,6028,86046
Tommy Ryman,0,1793,18235
Greg Warren,0,8934,49868
Craig Ferguson,0,12668,104283
Josh Sneed,0,2206,18195
Al Madrigal,0,8002,67319
Robert Schimmel,0,28592,197372
Matt Braunger,0,8802,150815
Brian Regan,0,102757,1387969
Big Jay Oakerson,0,7303,90976
Christian Finnegan,0,51532,512787
Chad Daniels,0,11551,237028
Bert Kreischer,0,8460,59299
Dan Cummins,0,8786,188701
Erikka Innes,0,3502,36192
Stephen Lynch,0,251819,5674215
"""Weird Al"" Yankovic",1,947942,24827595
Pink Guy,0,417832,9060174
Lil Dicky,0,601343,7865467
Wyatt Cenac,0,19802,179511
Jeff Allen,0,2210,29356
Brian Posehn,0,86394,1045368
Adam Ferrara,0,3866,29281
Caroline Rhea,0,1522,7749
Christopher Titus,0,34982,509040
The Adventures of Duane & Brando,0,12752,345086
Ralphie May,0,45931,385510
Rachel Feinstein,0,6436,60554
Sebastian Maniscalco,0,3384,31759
Mike Birbiglia,0,95069,1571054
Stephen Lynch,0,251819,5674215
Tenacious D,0,2080521,65845676
Jamie Kilstein,0,5785,56173
Jesse Joyce,0,4140,38825
Michael Ian Black,0,50076,460125
Ben Bailey,0,2581,21994
Doug Benson,0,42752,752086
Chris Hardwick,0,22090,187086
Darryl Lenox,0,2965,15259
John Pinette,0,49160,459828
Steve Rannazzisi,0,4230,51567
Stuart Thompson,0,299,1931
Martin Lawrence,0,21263,108470
Sugar Sammy,0,319,2153
Rodney Carrington,0,99573,848027
Eugene Mirman,0,57173,936388
Stephen Lynch,0,251819,5674215
Glenn Wool,0,3108,33017
Lee Mack,0,891,3362
Ian Edwards,0,3688,12710
Eddie Della Siepe,0,350,2432
Billy Gardell,0,1799,14248
Louis Katz,0,5664,64159
Aunty Donna,0,11262,186783
Mike Epps,0,11542,45511
Patton Oswalt,0,124418,4219164
Bret Ernst,0,1487,15107
Hva Snakker Du Om?,0,7661,116683
Chris D'Elia,0,6157,47182
Chas & Dave,0,16158,189203
Afroman,0,848675,6925080
Keith Alberstadt,0,1317,14083
Simon King,0,1521,11539
Micky Flanagan,0,1615,35116
Ryan Stout,0,3168,31659
Louie Anderson,0,5333,33231
Marc Maron,0,62425,1230534
Todd Glass,0,21637,127924
Tim Wilson,0,29629,157850
Shane Mauss,0,6463,63748
Pablo Francisco,0,64227,457030
David Cross,1,115649,2455182
Professor Elemental,0,31332,729664
The Lonely Island,0,1168469,34402217
Dirt Nasty,0,67779,616862
Andrew Norelli,0,2322,24330
John Bishop,0,1145,14633
Jim Florentine,0,8726,118067
Michael Loftus,0,1024,7146
Katie Hannigan,0,140,946
Mo Mandel,0,1573,15605
Kevin Nealon,0,5759,30830
Andrew Orvedahl,0,2270,12050
Bruce Bruce,0,1137,5632
Andi Smith,0,2923,20768
Kurt Braunohler,0,3161,41558
Froggy Fresh,0,22953,239682
Dan Levy,0,20587,256232
Frank Caliendo,0,23832,187469
Seething Fuck Patties,0,692,2197
Baron Vaughn,0,2025,18226
Chris Robinson,0,20793,160832
Craig Shoemaker,0,19262,131126
Andy Hendrickson,0,2572,14668
Ryan Dalton,0,542,3538
D.L. Hughley,0,7534,74450
Carl Barron,0,745,4227
Anjelah Johnson,0,4557,53235
George Lopez,0,39526,330977
The Lonely Island,0,1168469,34402217
Joe Zimmerman,0,1540,18178
David Spade,0,2908,16949
Aaron Wilburn,0,1714,4434
Greg Proops,0,25311,248795
Mike DeStefano,0,1635,14112
Ryan Sickler,0,1720,19334
Orny Adams,0,1813,20027
Moshe Kasher,0,4901,59304
Josh Wagner,0,1045,8754
Michael Colyar,0,276,966
Alonzo Bodden,0,21062,156623
Andy Sandford,0,1451,14676
Kurt Metzger,0,3156,47461
The Lonely Island,0,1168469,34402217
Arnez J,0,452,2384
Andy Parsons,0,512,8538
Artie Lange,0,9476,71546
Cathy Boyd,0,539,3066
Steve Byrne,0,2811,32856
Jason Manford,0,2676,18164
Stephen Lynch,0,251819,5674215
Chris Lilley,0,10491,105598
Brad Williams,0,3245,38381
Nick Swardson,0,83791,908635
"Joey ""CoCo"" Diaz",0,1245,31297
Nick Thune,0,13756,80557
Marquez The Greatest,0,3144,15148
Richard Pryor,0,97207,967632
Flanders & Swann,0,2677,17556
Goldie Lookin Chain,0,14311,161808
Alfred Carcieri,0,453,2235
Tracy Morgan,0,8404,39106
Clinton Jackson,0,7659,34862
Rhod Gilbert,0,2120,28798
Mike Sheer,0,168,850
Martin Short,0,9653,48215
Jim Florentine,0,8726,118067
Margaret Cho,0,33427,333370
Dry Bar Comedy,0,3062,33028
Joe DeRosa,0,5143,71669
Gary Gulman,0,12981,195234
Jake Thackray,0,21812,328490
Adam Sandler,0,356609,2368538
Willie Barcena,0,4846,26679
Bob Saget,0,6941,59042
Ali Siddiq,0,1578,26636
John Caparulo,0,6423,47116
Dana Gould,0,33788,300958
Myq Kaplan,0,13379,194529
Redd Foxx,0,12604,69256
Max Boyce,0,4300,33090
Tommy Tiernan,0,2856,23145
Charlie Vergos,0,259,1747
Chingo Bling,0,44513,217393
Jessi Campbell,0,701,4181
Aunty Donna,0,11262,186783
Dara O Briain,0,697,30791
Jenny Talia,0,1244,8551
Jason Allen,0,3422,23931
Comedian Bob Marley,0,7168,90531
Dirt Nasty,0,67779,616862
Lavell Crawford,0,864,11521
Ian Bagg,0,1046,7519
Jon Reep,0,2085,14935
Billy Connolly,0,51284,352815
Ari Shaffir,0,5704,80320
Matt McCarthy,0,1031,7427
Tom Cotter,0,1815,14001
1 Trait Danger,0,31944,1205789
Whitney Cummings,0,14872,130065
Martin Short,0,9653,48215
Michael McIntyre,0,1810,11050
Sean Lock,0,2615,27760
David Crowe,0,8021,38957
Kevin Hart,0,56704,456037
Jay Pharoah,0,1457,6899
Ryan Belleville,0,365,1372
Andy Griffith,0,23206,107436
The Lancashire Hotpots,0,15014,244536
Stephen Lynch,0,251819,5674215
Lil Rel Howery,0,255,3697
Dara O Briain,0,697,30791
Felicia Michaels,0,22990,137304
The Sklar Brothers,0,8062,122398
Richard Pryor,0,97207,967632
Dwayne Perkins,0,944,7520
T. Bubba Bechtol,0,772,4533
Kenn Kington,0,393,2639
Dennis Miller,0,6288,53034
Aaron Karo,0,3246,28071
The Jerky Boys,0,42540,560192
Jesse Popp,0,541,5737
Tig Notaro,0,27056,285741
Tim Minchin,0,90604,2995214
Lil Dicky,0,601343,7865467
Jay Mohr,0,3639,32670
Josh Johnson,0,45903,208724
Dov Davidoff,0,15701,114200
Todd Barry,1,60837,1476008
Aunty Donna,0,11262,186783
Steve Hofstetter,0,8080,102986
Kevin Bloody Wilson,0,45526,428655
Dan + Shay,0,652622,10261672
Luke Bryan,0,998210,20507430
Thomas Rhett,0,512892,12064300
Zach Bryan,1,937102,91711824
Florida Georgia Line,0,545315,11833265
Thomas Rhett,0,512892,12064300
Thomas Rhett,0,512892,12064300
Creedence Clearwater Revival,0,3629809,101615352
Dan + Shay,0,652622,10261672
Jordan Davis,0,225910,5482401
Dan + Shay,0,652622,10261672
Shania Twain,0,1561329,23930501
Jon Pardi,1,281475,7405315
Cody Johnson,0,197909,6110748
Jordan Davis,0,225910,5482401
Cody Johnson,0,197909,6110748
Eagles,0,3397337,66509167
Bailey Zimmerman,0,196043,5702296
Carrie Underwood,0,1619007,31679854
Alan Jackson,0,943679,14747099
Carrie Underwood,0,1619007,31679854
George Strait,0,834260,18103931
Haley Mae Campbell,0,10879,75767
Blake Shelton,0,1012844,15102523
Tim McGraw,0,1071101,16597167
Carrie Underwood,0,1619007,31679854
Blake Shelton,0,1012844,15102523
Blake Shelton,0,1012844,15102523
Kenny Chesney,0,1087797,18043287
Tim McGraw,0,1071101,16597167
Kenny Chesney,0,1087797,18043287
Eric Church,0,694506,12551093
Sam Hunt,0,446192,8771680
Cole Swindell,0,208876,3818674
Kacey Musgraves,1,1010862,56820908
Dolly Parton,0,1990491,29639675
Cole Swindell,0,208876,3818674
Dierks Bentley,1,834094,10876352
Dierks Bentley,1,834094,10876352
Dierks Bentley,1,834094,10876352
Keith Urban,1,1013672,16483775
Dolly Parton,0,1990491,29639675
Kacey Musgraves,1,1010862,56820908
Dolly Parton,0,1990491,29639675
Willie Nelson,1,1430355,21418259
John Denver,0,1524391,19588178
Kacey Musgraves,1,1010862,56820908
Kacey Musgraves,1,1010862,56820908
Kacey Musgraves,1,1010862,56820908
Kacey Musgraves,1,1010862,56820908
Kacey Musgraves,1,1010862,56820908
Josh Turner,0,671319,6962554
Lady A,0,521921,6407528
Kane Brown,1,411987,7192478
Kane Brown,1,411987,7192478
Restless Road,1,32094,483738
Brett Young,1,169611,3227978
Rascal Flatts,0,1466782,20620044
Parker McCollum,0,112637,3357797
Riley Green,1,135349,4204113
Lady A,0,521921,6407528
Rascal Flatts,0,1466782,20620044
Darius Rucker,0,659109,7221852
Little Big Town,0,617486,6687736
Lauren Alaina,0,120739,1462511
Kenny Rogers,0,799641,7505543
Toby Keith,0,966151,13986228
Kenny Rogers,0,799641,7505543
Brad Paisley,0,1035948,15764009
Josh Turner,0,671319,6962554
Gabby Barrett,0,190896,2237622
Billy Ray Cyrus,0,339955,2176260
Gabby Barrett,0,190896,2237622
Carly Pearce,0,120080,2131153
Justin Moore,0,399221,4033722
Maddie & Tae,1,165291,2287981
Billy Currington,1,734734,8145840
Travis Tritt,0,384689,3238060
Kelsea Ballerini,1,409774,11955422
Maren Morris,0,457893,7351884
Tyler Hubbard,0,86211,1154259
Faith Hill,0,860847,7970089
Brett Eldredge,0,471549,3865558
Brett Eldredge,0,471549,3865558
Midland,1,256491,4375837
Upchurch,0,38049,1776702
Faith Hill,0,860847,7970089
Randy Travis,0,401762,4542292
Midland,1,256491,4375837
Steely Dan,0,1492061,53663658
Maren Morris,0,457893,7351884
Eric Ethridge,0,9882,85603
BRELAND,0,68565,566021
BRELAND,0,68565,566021
Johnny Cash,0,3693726,141991137
Ingrid Andress,0,135215,1563394
Ingrid Andress,0,135215,1563394
BRELAND,0,68565,566021
Trace Adkins,0,535384,4995420
Kip Moore,1,209252,2855525
Reba McEntire,0,451036,6193262
Reba McEntire,0,451036,6193262
Koe Wetzel,0,117971,4091100
America,0,1683844,26053963
Kane Brown,1,411987,7192478
Don Williams,0,189303,2219361
Bob Dylan,1,3695217,231295936
Kidd G,1,63362,1067390
Conner Smith,0,55948,832581
Vince Gill,0,213356,2048057
Ian Munsick,0,53909,886714
Eli Young Band,0,343299,3894979
Ian Munsick,0,53909,886714
Vince Gill,0,213356,2048057
Scotty McCreery,1,187737,2438538
Ian Munsick,0,53909,886714
Thomas Rhett,0,512892,12064300
Chris Stapleton,0,660872,20507286
The Band Perry,0,668437,6209844
Danielle Bradbery,0,103742,1235900
Hunter Hayes,0,380698,5659379
Chris Janson,0,121373,1451196
Trisha Yearwood,0,327745,2867720
Chris Janson,0,121373,1451196
Loretta Lynn,0,407367,4859749
Hunter Hayes,0,380698,5659379
John Michael Montgomery,0,354012,2834354
Gary Allan,0,466339,4504421
Spencer Crandall,0,33326,383620
Jana Kramer,0,93456,1035777
Luke Combs,1,636389,30455977
Kane Brown,1,411987,7192478
Simon Casey,0,2583,8507
Devin Dawson,0,102563,572287
William Clark Green,0,22551,339630
Uncle Kracker,0,554550,4280482
Flatland Cavalry,1,151834,3349482
Don Henley,0,1050985,9066848
Jon Langston,0,43060,411919
Big & Rich,0,411032,3622193
Rotlaus,1,10647,397643
Vassendgutane,1,21406,652391
Easton Corbin,0,342058,2592269
Big & Rich,0,411032,3622193
Glen Campbell,0,964310,10588358
Sugarland,0,689217,7275524
Tracy Lawrence,0,297769,2673671
Joe Diffie,0,202831,1646384
Lasse Stefanz,0,30007,643844
Dolly Parton,0,1990491,29639675
Morgan Wallen,0,686623,56343079
America,0,1683844,26053963
Parmalee,0,112954,1244267
Jake Owen,0,609524,6686354
Lonestar,0,541540,4072346
Walker Hayes,0,172179,1756860
Tyler Childers,0,458225,26402956
Tyler Farr,0,84149,824168
Florida Georgia Line,0,545315,11833265
Michael Ray,0,71755,844942
Jason Aldean,1,970410,17651183
Travis Denning,0,41830,469607
Clay Walker,1,286075,2218754
Jim Croce,0,1324031,19956784
Boston,0,1872751,24266111
Music Travel Love,0,48316,753699
Gerry Rafferty,0,962355,9104111
Casey Donahew,0,24284,365029
Tyler Braden,0,61600,650355
Tyler Braden,0,61600,650355
Ashley McBryde,0,65172,1019636
Lasse Stefanz,0,30007,643844
Gunslingers,0,7628,197550
Dr. Hook,0,440174,3848122
Emmylou Harris,0,569099,7943824
Hannah Ellis,0,27094,182224
Emily Hackett,0,19635,59176
Shania Twain,0,1561329,23930501
Tim McGraw,0,1071101,16597167
Morgan Evans,0,68339,646883
Morgan Evans,0,68339,646883
Tyler Rich,0,32463,317072
Little River Band,0,493121,4126961
Steve Winwood,0,741701,6137326
Upchurch,0,38049,1776702
BEIST,0,3101,76927
Salebarbes,0,1411,23570
Tomgang,0,2136,50970
Thomas Rhett,0,512892,12064300
Mitchell Tenpenny,1,107790,1860092
Seaforth,0,37252,334462
Restless Road,1,32094,483738
Kane Brown,1,411987,7192478
Eddie Rabbitt,0,190729,1347168
The Bellamy Brothers,0,156708,1082202
Mini Thin,0,4160,33845
RaeLynn,1,78299,876413
38 Special,0,143521,1272936
Hellbillies,0,38866,1100247
Boz Scaggs,0,521521,5026883
Adam Calhoun,0,17954,370112
Rotlaus,1,10647,397643
Staut,1,9281,166857
Roger Miller,0,447406,3450217
Niko Moon,0,54341,543285
Keith Urban,1,1013672,16483775
Juice Newton,0,275031,1906544
Music Travel Love,0,48316,753699
The Handsome Family,0,450393,6089165
LeAnn Rimes,0,810776,8414744
Leo Sayer,0,447351,2813211
The Chicks,0,328398,6625486
Dan Seals,0,46025,491141
Tenille Arts,0,66847,757459
Joe Nichols,0,492083,3897676
Bleu Edmondson,0,27775,274748
Crashville,0,1650,30869
Reckless Kelly,1,75851,1103101
Adam Calhoun,0,17954,370112
High Valley,0,47911,546823
Byting,0,2626,60092
Corey Smith,0,64512,747723
Avery Anna,0,54126,610955
Kelsea Ballerini,1,409774,11955422
Kenny Rogers,0,799641,7505543
Aaron Watson,0,74611,1094830
Stoney LaRue,1,46264,502854
Too Far Gone,0,7822,131195
Spelloppmaker,0,1804,29454
Plumbo,0,28922,517127
Kenny Chesney,0,1087797,18043287
Cayouche,0,2956,60510
Gunnar & The Grizzly Boys,0,2053,14971
Ashley Monroe,0,94601,1123552
Russell Dickerson,0,139613,2069722
Carrie Underwood,0,1619007,31679854
Megan Moroney,1,188593,6571624
Collin Raye,0,164554,1637992
David J,0,40570,462099
Bob Seger,0,1064252,11668790
Brooks & Dunn,0,807904,9864299
Randall King,0,40762,698789
BEIST,0,3101,76927
Jameson Rodgers,0,56227,673639
Frankie Ballard,0,96179,876855
The Oak Ridge Boys,0,105159,1108813
Robert Earl Keen,1,134827,1839766
Sawyer Brown,0,71997,814231
Chris Brown,1,4168474,113912067
Sam Smith,0,2693156,97398439
Katy Perry,1,6179666,334113741
Sean Paul,1,2571662,35601593
The Chainsmokers,1,2307467,70244356
DJ Snake,1,2070486,37414084
Troye Sivan,1,2080944,138500784
Dua Lipa,1,2780738,266053060
David Guetta,1,4704418,160006499
Ariana Grande,0,3782287,837053510
Lauv,0,1496227,65902939
Charlie Puth,0,1952805,111569050
Doja Cat,1,2958079,351211828
Calvin Harris,1,4329344,165974581
Marshmello,1,2154976,55892768
Shawn Mendes,1,2282599,117583182
Charlie Puth,0,1952805,111569050
Charlie Puth,0,1952805,111569050
Akon,0,3188807,44691471
Dua Lipa,1,2780738,266053060
Selena Gomez,0,2632780,166663170
Gym Class Heroes,0,2368946,35656195
Sia,0,3832532,140542518
Spice,0,192700,1990726
Avicii,0,2930537,94398047
Ellie Goulding,0,3377316,126487181
Shawn Mendes,1,2282599,117583182
David Guetta,1,4704418,160006499
benny blanco,0,1227093,35463043
David Guetta,1,4704418,160006499
David Guetta,1,4704418,160006499
David Guetta,1,4704418,160006499
David Guetta,1,4704418,160006499
David Guetta,1,4704418,160006499
David Guetta,1,4704418,160006499
David Guetta,1,4704418,160006499
Ariana Grande,0,3782287,837053510
AMARIA BB,0,56101,528292
JONY,1,98138,2451300
Wiz Khalifa,1,3430037,70897809
Marshmello,1,2154976,55892768
The Chainsmokers,1,2307467,70244356
Bruno Mars,0,4397391,217994948
David Guetta,1,4704418,160006499
Anne-Marie,0,1027018,17925515
Bruno Mars,0,4397391,217994948
Dua Lipa,1,2780738,266053060
David Guetta,1,4704418,160006499
Dua Lipa,1,2780738,266053060
Dua Lipa,1,2780738,266053060
Doja Cat,1,2958079,351211828
Christina Perri,0,1660772,23103044
Halsey,1,2326941,179044009
Jennifer Lopez,1,3304275,57487705
DJ Snake,1,2070486,37414084
The Vamps,0,962390,21119647
The Chainsmokers,1,2307467,70244356
The Chainsmokers,1,2307467,70244356
Sam Smith,0,2693156,97398439
Selena Gomez & The Scene,0,2075339,41012726
Sam Smith,0,2693156,97398439
Sofía Reyes,0,225597,2201869
Bruno Mars,0,4396002,217878017
Bruno Mars,0,4397391,217994948
ZAYN,0,1892740,97482666
Marshmello,1,2154976,55892768
Ariana Grande,0,3780658,835871851
Shawn Mendes,1,2282599,117583182
Camila Cabello,1,1993037,104533858
Ava Max,0,1317245,54723980
Charlie Puth,0,1952805,111569050
Lady Gaga,1,6643738,706431414
Lady Gaga,1,6643738,706431414
Marshmello,1,2154976,55892768
Charlie Puth,0,1952805,111569050
Katy Perry,1,6179666,334113741
Katy Perry,1,6179666,334113741
PRETTYMUCH,0,431494,9713782
Marshmello,1,2154976,55892768
Kygo,1,1738920,50809576
The Chainsmokers,1,2307467,70244356
Martin Garrix,1,1805075,42306976
Charlie Puth,0,1952805,111569050
Charlie Puth,0,1952805,111569050
Selena Gomez,0,2632780,166663170
Sia,0,3832532,140542518
Sia,0,3832532,140542518
Akon,0,3188807,44691471
Demi Lovato,0,2826000,153482136
Duke & Jones,0,183486,889146
DJ Snake,1,2070486,37414084
Bebe Rexha,0,1258727,33537430
Clean Bandit,0,2104234,41923660
Jason Derulo,0,1482055,23010091
Shawn Mendes,1,2282599,117583182
Bebe Rexha,0,1258727,33537430
Bebe Rexha,0,1258727,33537430
Bebe Rexha,0,1258727,33537430
Bebe Rexha,0,1258727,33537430
Bebe Rexha,0,1258727,33537430
Bebe Rexha,0,1258727,33537430
Kehlani,0,1295541,49385397
Jonas Brothers,0,1804700,51105108
Niall Horan,0,1150602,59539211
