artist,ontour,listeners,playcount
Snoop Dogg,0,3940966,69840187
2Pac,0,3697155,119157798
2Pac,0,3697155,119157798
Dr. Dre,0,3616504,76306133
MC Fioti,0,353036,2232544
LUDMILLA,0,445067,40410175
Mc Kevin,0,195528,8041064
MC Hariel,0,224199,6811103
Mc Gw,0,247123,2702136
Dj GM,0,57101,515894
MC Paulin da Capital,0,100340,1236779
LUDMILLA,0,445067,40410175
Gabb MC,0,20421,127891
Mc IG,0,234891,13318340
MC Joãozinho VT,0,77715,1594280
MC PH,0,185793,5934321
Mc Kevin,0,195528,8041064
Mc IG,0,234891,13318340
Mc Kevin,0,195528,8041064
MC Joãozinho VT,0,77715,1594280
Talking Heads,0,2802636,113904962
DJ Arana,0,204450,4550620
MC Ryan SP,0,165066,3467662
Dr. Dre,0,3616504,76306133
Bill Withers,0,2305065,32356229
MC L da Vinte,0,308437,2699364
Mc Kako,0,58676,1282157
LUDMILLA,0,445067,40410175
The Temptations,0,2090020,21489021
Mc Kevin,0,195528,8041064
MC Ryan SP,0,165066,3467662
Mc Kadu,0,34524,468355
Mc IG,0,234891,13318340
INXS,0,1779259,30922810
Mc Paiva ZS,0,212091,6466449
Snoop Dogg,0,3940966,69840187
Clean Bandit,0,2104234,41923660
Vulgo FK,0,201335,8101592
DJ BOY,0,69773,970148
La Furia,1,42029,289640
Mc Lele JP,0,63018,576721
PK Delas,0,26422,138527
Mc Kanhoto,0,8325,77663
MC Cabelinho,1,239567,12552872
MC Joãozinho VT,0,77715,1594280
MC Neguinho do Kaxeta,0,61593,798490
Mc Davi,0,219511,3050576
MC Hariel,0,224199,6811103
MC Cabelinho,1,239567,12552872
Jão,0,376098,81236490
Mc Kako,0,58676,1282157
Tz da Coronel,0,174094,7685962
MC Rhamon,0,8765,58891
Mc Souza,0,92848,593253
James Brown,0,2127698,31256563
MC Joãozinho VT,0,77715,1594280
Djay W,0,20769,226702
Anitta,0,1009293,126078458
Dr. Dre,0,3616504,76306133
Tasha & Tracie,0,170119,11169152
Gloria Groove,1,369200,43326772
Mc Kako,0,58676,1282157
Dj Tg Da Inestan,0,59311,587556
Mc Don Juan,0,289028,4981784
MC Joãozinho VT,0,77715,1594280
Mc Bruninho da Praia,0,33732,271734
Mc IG,0,234891,13318340
Mc Vitão Do Savoy,0,11359,93321
DJ BOY,0,69773,970148
Sanchezz DJ,0,27680,198822
MC Marks,0,122394,1523605
Atitude 67,0,138088,2278107
Mc Kadu,0,34524,468355
Mc Kevin,0,195528,8041064
Mc Tocha,0,15279,176747
Tz da Coronel,0,174094,7685962
James Brown,0,2127698,31256563
2Pac,0,3698208,119206661
MC Kaique da VP,0,67051,423889
MC Levin,0,208217,1895190
Gaab,0,139723,1842326
Mc Davi,0,219511,3050576
ZAAC,0,167616,1326429
MC Hariel,0,224199,6811103
Mc Lele JP,0,63018,576721
DJ Lg do Sf,0,113687,1300772
MC Cabelinho,1,239567,12552872
Thiago Brava,0,75556,510503
Kyan,0,199985,12190452
MC Joãozinho VT,0,77715,1594280
Dj Victor,0,36613,315221
KayBlack,1,233694,15897364
MC Hariel,0,224199,6811103
Mc Davi,0,219511,3050576
Mc PP da VS,0,32108,420805
Dj Victor,0,36613,315221
Mc Vzs,0,4183,40568
Extreme,0,951062,10134754
GIULIA BE,0,177006,4032941
Simone & Simaria,0,183839,5370924
Mc Kevin,0,195528,8041064
Caio Passos,0,11322,70793
Tz da Coronel,0,174094,7685962
Mc Kevin,0,195528,8041064
Bloodhound Gang,0,1895769,42615305
Prince,0,2697496,80385030
Pk,0,272354,3848992
MC V7,0,6507,26325
Mc Lele JP,0,63018,576721
KayBlack,1,233694,15897364
Tz da Coronel,0,174094,7685962
Hyperanhas,0,64747,960980
Dj Victor,0,36613,315221
Mc Lele JP,0,63018,576721
MC Neguinho do Kaxeta,0,61593,798490
Mc Vzs,0,4183,40568
Dexter,1,170441,1738050
Yung Bae,0,415369,7489781
2Pac,0,3697155,119157798
DJ CARAI,0,27045,171889
Mc Davi,0,219511,3050576
DJ Cayoo,0,147985,1752009
Mc Davi,0,219511,3050576
Mc Davi,0,219511,3050576
Mc IG,0,234891,13318340
NAFTA,0,33024,875923
Salvador Da Rima,0,47678,522324
MC Marks,0,122394,1523605
2T,0,19081,160348
MC PH,0,185793,5934321
MC PH,0,185793,5934321
Tasha & Tracie,0,170119,11169152
Dj Viana,0,23622,169599
Mc Lipi,0,76127,826054
MC Ryan SP,0,165066,3467662
MC Rick,0,146920,2730728
MC Ryan SP,0,165066,3467662
Kyan,0,199985,12190452
DJ Blakes,0,141028,2512220
MC Paulin da Capital,0,100340,1236779
Menor MC,0,41854,456179
MC Menor da VG,0,133546,1441018
Mc Tikão,0,9181,31900
Mc Felipe Boladão,0,18719,347500
MC Igão,0,33917,159147
Chancho En Piedra,0,66333,2436206
MC Rick,0,146920,2730728
Dj Tg Da Inestan,0,59311,587556
MC Ryan SP,0,165066,3467662
MC Ryan SP,0,165066,3467662
MC Ingryd,0,158780,1165306
Eazy-E,0,1168986,13428689
Dr. Dre,0,3616504,76306133
MC Kevinho,0,354951,4451261
The Spencer Lee Band,0,28660,145325
MC Cabelinho,1,239567,12552872
Clean Bandit,0,2104234,41923660
MC Luan da BS,0,117401,1269615
MC Paulin da Capital,0,100340,1236779
Mc Magal,0,26285,204575
Mc Kanhoto,0,8325,77663
MC Meno K,0,136838,972129
DJ Ghost Floripa,0,9728,51802
mc jhenny,0,120082,674253
Mc Bruninho da Praia,0,33732,271734
DJ Arthur ZL,0,36661,159147
MC Cabelinho,1,239567,12552872
Salvador Da Rima,0,47678,522324
Curtis Mayfield,0,1293310,17191949
Tasha & Tracie,0,170119,11169152
Djay W,0,20769,226702
Dj Arthur Almeida,0,1695,6541
Mc Kadu,0,34524,468355
Mc Kako,0,58676,1282157
Mc Bruninho da Praia,0,33732,271734
MC Cebezinho,0,100703,1393803
Pacificadores,0,30498,278784
Atitude 67,0,138088,2278107
DJ KS SHEIK,0,6902,38400
XANDDY HARMONIA,0,45261,387961
Mc Kelvinho,0,55690,1002043
DJ Arthur ZL,0,36661,159147
Bonde R300,0,68534,295510
Snoop Dogg,0,3940966,69840187
Marina Sena,1,333744,42335300
MC BN,0,68446,484125
MC Lemos,0,8407,44042
Mc IG,0,234891,13318340
Mc Magrinho,0,108009,746359
Priscilla Alcantara,0,69136,2050105
MC Rhamon,0,8765,58891
Mc Kanhoto,0,8325,77663
MC Iguinho da Capital,0,12384,173139
Dj Victor,0,36613,315221
Dj Victor,0,36613,315221
Mc Roginho,0,8980,67361
MC Paulin da Capital,0,100340,1236779
MC Neguinho do Kaxeta,0,61593,798490
GORDÃO DO PC,0,184469,2363022
Dj GM,0,57101,515894
Mc Kelvinho,0,55690,1002043
Manu Gavassi,0,254913,14694710
Mc Kadu,0,34524,468355
Mc Kevin,0,195528,8041064
MC Hariel,0,224199,6811103
Mc Kaverinha,0,13944,222162
Goldy,0,5273,32477
MC Guto VGS,0,108271,1057834
Mc Davi,0,219511,3050576
Mc Orelha,0,24395,114872
Mc Magal,0,26285,204575
MC Arraia,0,34436,150220
MC BN,0,68446,484125
MC BN,0,68446,484125
MC BN,0,68446,484125
DJ Blakes,0,141028,2512220
Mc Davi,0,219511,3050576
MC Vinny,0,18467,94282
MC Paulin da Capital,0,100340,1236779
DJ GH7,0,19517,112013
Mc Don Juan,0,289028,4981784
MC Guto VGS,0,108271,1057834
Mc IG,0,234891,13318340
DJ Jeeh FDC,0,256620,3057531
Tz da Coronel,0,174094,7685962
slipmami,0,163213,8631602
Mc Kadu,0,34524,468355
Mc Lele JP,0,63018,576721
DJ Matt D,0,134523,1684152
MC Cabelinho,1,239567,12552872
Mc Lele JP,0,63018,576721
Lucas Lucco,0,154364,2253623
Mc Kadu,0,34524,468355
Menor MC,0,41854,456179
James Brown & The Famous Flames,0,491374,2521996
MC Neguinho BDP,0,13354,253131
MC Hariel,0,224199,6811103
Coolio,0,1810347,14254690
Snoop Dogg,0,3940966,69840187
WC no Beat,0,163352,2504644
Vulgo FK,0,201335,8101592
Mc Davi,0,219511,3050576
Tchakabum,0,129833,597075
Mc Anjim,0,183974,2844142
Gabb MC,0,20421,127891
DENNIS,0,438192,9576677
Marina Sena,1,333744,42335300
DJ DN,0,47853,313796
DJ Ramonstro,0,9622,34512
MC Tuto,0,141301,1870194
Mc Kauan,0,17900,175165
Leo Santana,0,214253,4096381
Dj Guuga,0,240950,3013350
BIN,0,211546,5364169
DJ BRUNO PRADO,0,47954,304212
Menor MC,0,41854,456179
DJ Bratti SC,0,13252,104139
Simone & Simaria,0,183839,5370924
Westside Connection,0,566627,4090479
Parangolé,0,118078,1114126
Leo Santana,0,214253,4096381
Mc Kadu,0,34524,468355
MC Mazzie,0,170419,1385026
2Pac,0,3698208,119206661
Mc Jhojhow,0,10117,48712
JS o Mão de Ouro,0,8646,25978
Mc Th,0,170096,1424021
MC Meno K,0,136838,972129
MC Teteu,0,197712,2064927
MC Hariel,0,224199,6811103
N.I.N.A,0,97572,2574443
Mc Kelvinho,0,55690,1002043
MC Tuto,0,141301,1870194
Open Farra,0,5028,13994
MC Ryan SP,0,165066,3467662
MC Tinho da Sul,0,2003,14818
KayBlack,1,233694,15897364
Mc Kadu,0,34524,468355
Tasha & Tracie,0,170119,11169152
Mc Kevin,0,195528,8041064
MC Paulin da Capital,0,100340,1236779
Mc Kautry,0,5415,48560
Dj Victor,0,36613,315221
MC Leozinho,0,133961,682810
Mc Kanhoto,0,8325,77663
MC CH da Z.O,0,86063,681696
Meno Tody,0,38206,639319
Booker T. & the M.G.'s,0,387738,2519379
MC Iguinho da Capital,0,12384,173139
The Rah Band,0,430277,4633187
Anderson Neiff,0,94360,1068521
Dfideliz,0,100560,3299082
Clean Bandit,0,2104234,41923660
Dj Ray Lais,0,29080,134442
Mc Th,0,170096,1424021
Mc Frog,0,84321,648863
MC Kevin o Chris,0,439574,10065527
Mc Davi,0,219511,3050576
Dj GM,0,57101,515894
Igão,0,16861,154127
Mc Tha,0,114092,6104469
MC Saci,0,268090,6486136
Mc Magal,0,26285,204575
Dj Yuri,0,5752,38065
Dj Batata,0,111419,672658
MC Kapela,0,30095,274412
Mc Gw,0,247123,2702136
BIN,0,211546,5364169
DJ Rafinha Dz7,0,35068,250997
Mc Kevin,0,195528,8041064
MC Saci,0,268090,6486136
MC Hariel,0,224199,6811103
MC Marks,0,122394,1523605
MC Neguinho do Kaxeta,0,61593,798490
DJ PATRICK ZS,0,36985,272377
Mc Kevin,0,195528,8041064
Furacão 2000,0,199103,1527291
Mc Davi,0,219511,3050576
Tz da Coronel,0,174094,7685962
MC RN do Capão,0,10064,87590
Pregador Luo,0,18306,301234
Wilson Pickett,0,786257,5893009
Smokey Robinson & The Miracles,0,383823,3242655
AcesToAces,0,78118,666923
DJ IZEUS,0,7500,36025
Mc DB,0,42194,419973
Mc Bruninho da Praia,0,33732,271734
LUDMILLA,0,445067,40410175
DJ HG MLK É BRABO,0,41357,348551
MC Joãozinho VT,0,77715,1594280
Mc Delux,0,299183,3509867
MC GP,0,124808,2751950
NobruDJ,0,3718,17366
MC Luan da BS,0,117401,1269615
Salvador Da Rima,0,47678,522324
MC Cabelinho,1,239567,12552872
MC GP,0,124808,2751950
MC Rodolfinho,0,89750,582612
Donny Hathaway,0,983628,7842704
DENNIS,0,438192,9576677
Mc Kadu,0,34524,468355
DJ FERRAZ,0,3195,15184
MC Ryan SP,0,165066,3467662
Sam & Dave,0,846963,6085990
É O Tchan,0,136091,1200232
Smokey Robinson & The Miracles,0,383823,3242655
MC Kevin o Chris,0,439574,10065527
BIN,0,211546,5364169
DJ Cayoo,0,147985,1752009
DUDA BEAT,1,231604,24669582
MC Maneirinho,0,181380,2030781
N.I.N.A,0,97572,2574443
MC Caja,0,60137,395401
Mc Lipi,0,76127,826054
Mc Gw,0,247123,2702136
Mc Nathan ZK,0,6441,43026
Dj GM,0,57101,515894
Mc Tikão,0,9181,31900
MC Maneirinho,0,181380,2030781
MC Roger,0,63016,421530
Mainstreet,0,34993,381932
DENNIS,0,438192,9576677
MC Rogerinho,0,151655,2208277
Dj Wesley Gonzaga,0,146062,1872887
Dj Wesley Gonzaga,0,146062,1872887
Sampa Crew,0,28532,368437
Menor do Chapa,0,20010,112297
Mikezin,0,13637,110013
Luniz,1,672466,4137049
Snoop Dogg,0,3940966,69840187
Ice Cube,0,2786144,49726874
Mc Rd,0,108614,859761
DJ P13,0,30327,131431
Rico Dalasam,1,68112,2918280
Malía,0,54493,666531
Bruno Gadiol,0,57940,1296725
Priscilla Alcantara,0,69136,2050105
MC Liro,0,4344,20349
MC GP,0,124808,2751950
MC GP,0,124808,2751950
DJ MAVICC,0,50833,412719
MC Saci,0,268090,6486136
Mc Tha,0,114092,6104469
DENNIS,0,438192,9576677
Lucas Lucco,0,154364,2253623
MC Hariel,0,224199,6811103
Dreysson Rodrigues,0,8161,43119
MC Koringa,0,97964,688582
Mc Kadu,0,34524,468355
MC Hariel,0,224199,6811103
MC 3L,0,41104,202791
Bobby Brown,0,496361,3704803
Mc Daleste,0,53494,442744
Arctic Monkeys,0,6176648,734279561
Mild High Club,0,914276,18110025
Joy Again,0,996856,16935356
Kidnap,0,138793,1219423
Vundabar,1,1056951,20790576
Jakob,0,710894,13219780
Jakob,0,710894,13219780
Dreamgirl,0,333598,3728202
Crumb,1,1089466,29137107
No Vacation,0,771646,13509605
Acid Ghost,0,434163,5153019
Summer Salt,0,400366,7448133
Good Morning,0,687829,11754501
Ultrasonicas,0,15352,213543
Royal Republic,1,239583,8633038
CASTLEBEAT,0,376453,4907708
Hector Gachan,0,243116,2207429
Banes World,0,431415,6727638
OKAMOTO'S,1,58415,907319
Pity Party (Girls Club),0,668976,8681276
Luna Li,1,628837,9291126
Boyscott,0,327021,3272253
The Fratellis,1,2050994,43553099
The Memories,0,128996,1235561
The Hives,1,1893003,47776421
The Peep Tempel,0,17063,154314
Roland Clark,0,17628,57292
Roland Clark,0,17628,57292
? & The Mysterians,0,80568,392742
TEMPOREX,0,535783,7905151
Mellow Fellow,0,314352,3290885
Sunbeam Sound Machine,1,227235,2574617
The Growlers,0,741149,21193076
Gerry Read,0,111925,600174
High Sunn,0,197520,1743208
Plums,0,279303,2316101
Mis-Teeq,0,282518,1838482
Travis Bretzer,0,200713,1581280
Kasabian,0,2781865,98603043
Girl Band,0,76083,1285014
Old Mervs,0,38017,732882
Post Animal,1,199570,2490368
The Chats,0,235356,6086475
Brad stank,0,318305,3241881
RICEWINE,0,296983,2109738
Moses Gunn Collective,0,238126,2424786
Tommy James & The Shondells,0,701388,5254361
The Holydrug Couple,0,375516,3348916
The Subways,0,1075961,24529507
The Human Beinz,0,163883,924421
Loving,1,550301,9378205
TOWNS,1,13779,203200
Trudy and the Romance,0,156324,1581920
Michelle Ayers,0,761,2114
The Symposium,0,256691,5405853
Death From Above 1979,1,986584,29532051
Japanther,0,131852,2732306
Shola Ama,0,108136,579137
Beddy Rays,1,33082,633443
Shannon & The Clams,0,106885,1283640
Jessy Bulbo,0,44674,483731
M.A.G.S.,0,170945,1942866
Kidnap,0,138793,1219423
The 5.6.7.8's,0,411760,2813007
Michael Seyer,0,246370,3131280
Bakers Eddy,0,13631,166562
O Tortuga,1,10705,102590
The Slingers,0,9970,102933
Peter Bibby,0,10203,94823
Pist Idiots,0,33043,487202
The Sonics,0,481820,6167850
C.O.F.F.I.N,0,15201,221447
Dennis Cometti,0,3726,48047
The Beau Brummels,0,127995,881390
Cosmic Psychos,0,28290,404122
Bad//Dreems,0,28747,380126
The Third Bardo,0,50446,182480
Dead Moon,0,113442,2107428
King Stingray,1,28642,378630
George FitzGerald,0,310977,3407983
Part Time,0,344013,6157355
The Buttertones,0,380665,6231792
The Beefs,0,14013,79588
Ruby Fields,0,43207,948042
Ethanol Blend,0,7113,58798
Maribou State,1,546149,11737119
Chicano Batman,0,207792,3161335
The Greenhornes,0,344469,2951153
Guantanamo Baywatch,0,43545,419047
The Chisel,1,34504,734937
The Grogans,0,88960,1225113
WAAX,0,52670,894506
Children Collide,0,83418,1195597
DJ Luck & MC Neat,0,78276,442505
Jay Reatard,0,251524,8348244
The Bennies,0,25477,354166
Mellow Fellow,0,314352,3290885
Melé,0,43535,190291
Okey Dokey,0,104557,814379
Bleeding Knees Club,0,56791,489837
Bugs,0,27445,423191
Crocodylus,0,11445,122048
The Red Pears,0,150631,1797204
andymori,0,54293,3163387
The Kills,1,1328911,44881585
Los Diabólicos,0,6352,66342
The Spits,1,95210,1700369
Flamin' Groovies,0,188200,2089283
Mando Diao,1,1005193,37907340
Strawberry Alarm Clock,0,327682,2574998
Fox Academy,0,381262,6035647
The Vacant Lots,0,29968,294980
Divino Niño,0,95285,888249
The Kingsmen,0,438669,2082526
R.M.F.C.,1,28252,360540
Royal Headache,0,100475,1913561
The Vines,0,1254367,18744023
Left Lane Cruiser,0,167669,1821824
The Spaceshits,0,22223,240423
The Libertines,1,1621174,52310334
Mean Jeans,0,39685,891250
The Terrys,0,43055,612235
Luca Brasi,0,29601,615911
Tijuana Panthers,0,111049,1259260
Cash Savage and the Last Drinks,1,8414,91100
Pogo Car Crash Control,1,9431,151492
Teenage Dads,1,65458,1079471
Black Box Revelation,0,18742,250721
LOSER,0,72982,979730
Quicksilver Messenger Service,0,255258,2413565
Club Kuru,0,127964,1032706
Kidnap,0,138793,1219423
Puzzle,1,411459,12261039
The Strypes,0,131436,1548428
Hot Flash Heat Wave,0,283455,3409662
Architechs,0,53146,241174
Psychedelic Porn Crumpets,1,329462,9443688
Ceres,0,29187,578426
Los Chijuas,0,6842,27853
Israeli Chicks,0,2340,20593
Skegss,1,204101,4893503
Wine Lips,1,186586,1603716
Davila 666,0,5244,51479
Private Function,0,19482,291857
No Buses,1,150482,2378815
TJR,0,126127,698263
Hockey Dad,0,162941,3373381
Good Doogs,0,15172,181351
Foxygen,0,564476,11293394
Pandamic,0,6104,63068
El Shirota,0,18819,298444
Dead Ghosts,1,107115,1335413
Mini Skirt,0,14400,192547
The Smith Street Band,0,63792,3318570
These New South Whales,0,28033,356972
Compulsive Gamblers,0,47706,506212
Black Lips,0,650071,13755477
Mando Diao,1,1005193,37907340
Melé,0,43535,190291
Hether,0,262110,2496981
SadGirl,0,107198,824272
levitation room,1,231594,2361352
Sea of Lettuce,0,143344,967927
The Vanns,0,28053,480681
Twin Peaks,0,426210,6932624
Polish Club,0,31108,455784
Chain Whip,0,10306,162324
Violent Soho,0,186116,4418556
Protex,0,13168,153404
Personal and The Pizzas,0,16791,161823
Nobunny,0,69967,1533645
Scott H. Biram,0,89537,1119069
Together Pangea,1,225820,3978295
Sisyfuss,0,152061,1800089
The Hard Aches,0,19571,366788
Jurassic Shark,0,51932,667456
GLIM SPANKY,1,28850,569470
Ex-Cult,0,18617,250629
Dark Thoughts,0,42017,482583
The Gizmos,0,12520,156736
Verge Collection,0,31731,332187
Prison Affair,1,70570,984881
Cold Beat,0,30334,229732
Kristine Blond,0,72686,324526
The Briefs,0,48840,845798
Oxide & Neutrino,0,59552,317616
Cut Worms,0,105280,1238628
The Streets,1,1159782,31228867
Eddy Current Suppression Ring,0,60241,1076625
Lunar Vacation,0,301121,4385628
Maribou State,1,546149,11737119
Slow Pulp,1,689169,17084152
The Frights,0,373525,7172805
Cid Rim,0,75684,620101
Maribou State,1,546149,11737119
Deerhunter,0,1235907,52337953
The Streets,1,1159782,31228867
The Heavy,0,757458,12761677
Johnny Hunter,0,7438,59158
Meatbodies,0,67330,944143
Oblivians,0,82173,1400750
The Cowboys,0,28679,273262
British India,0,86924,1525394
Count Five,0,102263,520181
Gøggs,0,29375,369563
Floodlights,1,15893,213251
The Buckinghams,0,73261,433008
Poison Idea,0,119268,2984870
Gold Celeste,0,116122,1137320
Sugar Candy Mountain,0,214367,2324951
DJ Luck & MC Neat,0,78276,442505
Iamthecoffin.,0,29916,327992
Drunk Mums,0,35549,423502
The Thin Bloods,0,5189,45014
Hank Wood and the Hammerheads,0,14574,164351
Elvis Depressedly,0,282480,6520851
Babe Rainbow,0,331279,4853771
The Black Angels,1,506104,13179502
Death Lens,0,52778,421010
The Bloody Hollies,0,22387,215060
Black Pistol Fire,0,224182,3465848
Pacific Avenue,0,52338,795992
The Marked Men,0,42297,1484526
Dune Rats,0,86046,1547668
Gee Tee,1,88498,1537208
The Hives,1,1893003,47776421
The Chesterfield Kings,1,28583,216865
So Solid Crew,0,120709,571830
Debbies,0,3814,35366
Los Shadows,0,14961,161713
The Trashmen,0,363962,2574206
Ariel Pink,0,597284,17909854
Dumb Punts,0,10358,104587
The Sueves,0,7084,63658
Billy Childish,0,24604,253995
Cocktail Slippers,1,8833,79440
Märvel,0,10792,158150
DZ Deathrays,1,100873,1815133
The Saints,1,156048,1854377
Joseph Huber,0,6379,97564
Trolls,0,7289,90035
Ariel Pink,0,597284,17909854
Band Of Skulls,1,784720,12163158
Jaded Juice Riders,0,66232,653851
George FitzGerald,0,310977,3407983
Sick Thoughts,0,8492,121942
Phase II,0,9139,27044
Peter Matthew Bauer,0,26220,180437
Sad Park,0,47338,658552
Lyres,0,44605,376287
Night Birds,0,25894,853604
Ron Gallo,0,193152,1502323
Soaked Oats,0,23589,175225
Protomartyr,0,254027,10025761
West Thebarton,0,12901,124061
Leatherface,0,63488,2230168
Enjoy,1,297460,9499079
Thee Oh Sees,0,474661,19794961
Ola & The Janglers,0,5764,43123
Phaeleh,0,264274,5430042
Mark Whalen,0,85389,605512
Drugdealer,0,466569,5673807
Mis-Teeq,0,282518,1838482
bdrmm,1,197124,2311397
Institute,0,152300,1700414
Rotten Mind,0,6486,104872
The Birthday,1,32800,1618648
Tony Molina,0,102415,1859673
Goons Of Doom,0,17374,159014
Pile,0,161754,3626312
The Orwells,0,266336,3497986
Beach Goons,0,227638,2737994
The Abigails,0,21776,214559
Le Butcherettes,0,64252,1122688
The Fuzztones,1,53985,591362
Banes World,0,431415,6727638
Hala,0,139648,1139622
Cottonwood Firing Squad,0,283634,2911447
Tired Lion,0,45032,706807
CIVIC,1,42512,381746
Balkans,0,86847,717377
S.H.I.T.,0,19879,313618
Cyberbully Mom Club,0,204970,3490786
Government Warning,0,28721,658632
White Reaper,0,204408,2880218
The Bobby Fuller Four,0,205378,1320216
Zero Boys,0,75788,1115564
Barreracudas,0,2074,19362
Frankie and the Witch Fingers,1,75915,1366925
Mr. Airplane Man,0,61337,600878
Reatards,0,50240,1341828
Nosaj Thing,0,575708,11790539
George FitzGerald,0,310977,3407983
CASTLEBEAT,0,376453,4907708
Fake Tides,0,27307,223525
dave the band,0,5381,46789
The Delta Riggs,0,74713,601896
The Streets,1,1159782,31228867
Les Sexareenos,0,18692,212463
13th Floor Elevators,0,486298,6344259
Black Box Revelation,0,18742,250721
Hans Zimmer,1,2373088,123016438
Johann Sebastian Bach,0,2366922,91121399
Scorpions,1,2431872,72824373
Johann Sebastian Bach,0,2366922,91121399
Johann Sebastian Bach,0,2366922,91121399
Zoe Wees,0,244782,2479789
CRO,1,375271,20601956
CRO,1,375271,20601956
Berliner Philharmoniker,0,155845,2001760
Berliner Philharmoniker,0,155845,2001760
Ludwig van Beethoven,0,2693074,56101062
Ludwig van Beethoven,0,2693074,56101062
AnnenMayKantereit,1,403491,11409687
ATB,1,1227812,31232900
Milky Chance,1,1481638,32951024
Modern Talking,0,1068072,17701183
Ramin Djawadi,0,852559,41411918
MERO,0,77999,2205579
Trille,0,14413,123125
Zoe Wees,0,244782,2479789
Montez,0,47847,1703393
PA Sports,0,41391,1453776
Harold Faltermeyer,0,404484,2864341
SDP,1,166389,5320152
Klaus Badelt,0,750296,12220772
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Nico Santos,0,107020,1416167
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Klaus Badelt,0,750296,12220772
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Hans Zimmer,1,2373088,123016438
Fools Garden,0,307840,2225966
Alexis Troy,0,16231,102862
VIZE,0,264131,3790240
Hans Zimmer,1,2373088,123016438
R.I.O.,0,457101,3746234
Robin Schulz,1,1124328,19629150
Selmon,0,18657,305887
Neptunica,1,144901,1844542
Takt32,0,15483,374780
Harold Faltermeyer,0,404484,2864341
Michael Schulte,0,302512,3566116
1986zig,0,30755,902492
Hans Zimmer,1,2373088,123016438
Gestört aber GeiL,0,78196,1020071
1986zig,0,30755,902492
Gestört aber GeiL,0,78196,1020071
Ramin Djawadi,0,852559,41411918
Mr. President,1,384463,2276739
Cascada,1,1873400,30976620
Luciano,0,358779,14197323
KAYEF,0,34249,778343
Pulsedriver,0,268378,2466895
Lena,0,423356,8225137
CONNY,0,20080,381766
Sarah Connor,0,343408,4112833
Matthias Reim,0,117454,1356423
Hans Zimmer,1,2373088,123016438
VARLEY,0,16414,91274
Rill,0,11298,199545
Julien Bam,0,32146,1236915
Faber,1,58270,2820255
Mickie Krause,0,114787,1270533
Rea Garvey,1,121573,1829481
Mickie Krause,0,114787,1270533
Stereoact,0,48856,507459
Stereoact,0,48856,507459
BROX,0,354,2934
Boris Brejcha,1,279253,6268909
Klaas,0,300499,4179318
Luciano,0,358779,14197323
Modern Talking,0,1068072,17701183
Marc Streitenfeld,0,218888,2906970
Mijo,0,8172,40394
Robin Schulz,1,1124328,19629150
YBRE,0,12246,262988
Farid Bang,0,93223,3700866
Liaze,0,37741,885036
Paul van Dyk,0,837364,13089268
Kyau & Albert,0,41618,560260
K.I.Z,0,85258,6610102
SDP,1,166389,5320152
SDP,1,166389,5320152
Lugatti & 9ine,0,30351,1889462
Pur,0,142947,2134634
Pietro Lombardi,0,36223,386587
Die Ärzte,0,534018,46998931
Michelle,0,409001,5959601
Ben Zucker,1,17060,225704
Maite Kelly,0,13910,270406
Maite Kelly,0,13910,270406
Swiss & Die Andern,1,33055,1259168
Kush Kush,0,67732,481428
Hans Zimmer,1,2373088,123016438
Robin Schulz,1,1124328,19629150
Cascada,1,1873400,30976620
Zwette,0,47951,277789
Ramin Djawadi,0,852559,41411918
Eno,0,78959,1523066
Boris Brejcha,1,279253,6268909
Florentina,0,14244,171029
Lil Shrimp,0,2694,9091
Chapo102,0,39527,1097730
Edo Saiya,0,34026,5128457
Lil Shrimp,0,2694,9091
Zate,0,7375,329774
K-Fly,0,6464,67407
YBRE,0,12246,262988
Das Lumpenpack,0,34448,1149994
Julien Bam,0,32146,1236915
Julien Bam,0,32146,1236915
RAF Camora,1,120870,9858842
K.I.Z,0,85258,6610102
RYLO,0,11047,154829
EAV (Erste Allgemeine Verunsicherung),0,21738,360162
Glasperlenspiel,0,83845,1436615
Sportfreunde Stiller,1,401543,9920140
Silbermond,0,301346,6628415
Michelle,0,409001,5959601
Zedd,1,2184696,49342535
Danju,0,19737,321953
Hans Zimmer,1,2373088,123016438
La Bouche,0,718013,5186768
BILBAO,0,26798,163460
Jamule,0,58489,2521523
Max Herre,0,136945,2534987
Lil Shrimp,0,2694,9091
t-low,0,53017,4860535
Sevi Rin,0,7962,299705
TheDoDo,0,23306,337791
MiZeb,0,6436,536954
Ion Miles,0,44197,1065504
Kasalla,0,17956,462962
Böhse Onkelz,0,133560,20698417
PA69,1,12927,259229
MOGUAI,1,337849,2094499
Jaill,0,50558,768993
